idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
88	De svage og syge ligger i deres telte .	de svage og syge ligger i deres telte	O O O O C O O O	de ligger svage og syge i deres telte	O F O O O O O O
89	""" Jyden er som bekendt stærk og sej ."	jyden er som bekendt stærk og sej	O C O O O O O	jyden er som bekendt stærk og sej	O C O O O O O
90	"Tværtimod er det den tyske stabilitets- og pengepolitik , der skal overtages af resten af EF , "" sagde Waigel fornylig under en diskussion om den fremtidige økonomiske union i EF ."	tværtimod er det den tyske stabilitets- og pengepolitik der skal overtages af resten af ef sagde waigel fornylig under en diskussion om den fremtidige økonomiske union i ef	O C O O O O O O C O O O O O O O O O O O O O C C O O O O	tværtimod det den tyske er sagde stabilitets- og pengepolitik waigel fornylig under en diskussion om den fremtidige økonomiske union i ef der skal overtages af resten af ef	O O O O F F O O O O O O O O O O O O O O O O C C O O O O
91	En volleyballspiller springer i gennemsnit 80 centimeter i vejret .	en volleyballspiller springer i gennemsnit 80 centimeter i vejret	O O C O O O O O O	en volleyballspiller i gennemsnit 80 centimeter springer i vejret	O O O O O O F O O
92	Kan nye kontrakter ikke undgås - selv om begge foreninger også opfordrer til at vente - så anbefaler de to parter på det kraftigste , at de gamle transfer-bestemmelser fra før 9. marts anvendes .	kan nye kontrakter ikke undgås selv om begge foreninger også opfordrer til at vente så anbefaler de to parter på det kraftigste at de gamle transfer-bestemmelser fra før 9. marts anvendes	C O O C O O O O O O O O C O O O O O C O O C O O O O O O O O C	kan ikke så anbefaler de to parter på det kraftigste nye kontrakter undgås opfordrer selv om begge foreninger også til vente at at de gamle transfer-bestemmelser fra før 9. marts anvendes	C O O C O O O O O O O O C F O O O O O O F O O O O O O O O O C
93	Adolf Hitler er Lehders politiske idol .	adolf hitler er lehders politiske idol	O O C O O O	adolf hitler lehders politiske er idol	O O O O F O
94	Der er flere muligheder for behandling .	der er flere muligheder for behandling	O C O O O O	der er flere muligheder for behandling	O C O O O O
95	""" Man kan næsten se , at nogle af de der tynde madammer med højlakerede røde negle tænker : Guuud , altså , "" siger den 25-årige Bettina Jørgensen fra Hammel ."	man kan næsten se at nogle af de der tynde madammer med højlakerede røde negle tænker guuud altså siger den 25-årige bettina jørgensen fra hammel	O C O C O O O O O O O O O O O C O O C O O O O O O	man se næsten kan at nogle af de der tynde madammer med højlakerede røde negle tænker guuud altså den 25-årige bettina jørgensen siger fra hammel	O F O F O O O O O O O O O O O C O O O O O O F O O
96	Nu måtte det amerikanske narkopoliti , DEA , føre krigen på hjemmefronten .	nu måtte det amerikanske narkopoliti dea føre krigen på hjemmefronten	O C O O O O C O O O	nu måtte det amerikanske narkopoliti dea føre krigen på hjemmefronten	O C O O O O C O O O
97	MEN endnu en gang var det en skæbnefyldt fejlvurdering af ledende politikere .	men endnu en gang var det en skæbnefyldt fejlvurdering af ledende politikere	O O O O C O O O O O C O	men ledende endnu en gang det en skæbnefyldt fejlvurdering af var politikere	O F O O O O O O O O F O
98	""" Realistisk set er det en mindre del af min karriere - tiden bliver mest brugt på mine egne koncerter og plader , men de andre får al publicityen ( latter ) ."	realistisk set er det en mindre del af min karriere tiden bliver mest brugt på mine egne koncerter og plader men de andre får al publicityen latter	O C C O O O O O O O O C O C O O O O O O O O O O C O O	realistisk set er det en mindre del af min karriere tiden bliver mest brugt på mine egne koncerter og plader latter får men de andre al publicityen	O C C O O O O O O O O C O C O O O O O O O F O O O O O
99	Hun var lige ved at briste i gråd af sorg og harme , men den triumf skulle han ikke have - at høre hende .	hun var lige ved at briste i gråd af sorg og harme men den triumf skulle han ikke have at høre hende	O C O O O C O O O O O O O O O C O O C O C O	hun var lige ved briste at i gråd af sorg og harme skulle men den triumf han have ikke at hende høre	O C O O F O O O O O O O F O O O O F O O O F
100	Men der skal nu heller ikke ret meget til , før man bliver dømt uværdig i det britiske kongehus .	men der skal nu heller ikke ret meget til før man bliver dømt uværdig i det britiske kongehus	O O C O O O O O O O O C C O O O O O	men der skal nu heller ikke ret meget til før man bliver dømt uværdig i det britiske kongehus	O O C O O O O O O O O C C O O O O O
101	Hun slår large ud med hånden .	hun slår large ud med hånden	O C O O O O	hun slår large ud med hånden	O C O O O O
102	Computeren kender alle stjernebilleder , f.eks. Karlsvognen og Orions Bælte .	computeren kender alle stjernebilleder f.eks. karlsvognen og orions bælte	O C O O O O O O O	computeren alle stjernebilleder f.eks. karlsvognen og orions bælte kender	O O O O O O O O F
103	""" Alt går forløbig efter planen , selv om der endnu ikke har været tid til genoptræning ."	alt går forløbig efter planen selv om der endnu ikke har været tid til genoptræning	O C O O O O O O O O C C O O O	alt forløbig efter planen selv om har været der endnu ikke går tid til genoptræning	O O O O O O F F O O O F O O O
104	"Han ejer ikke talent for sameksistens med sine medmennesker . """	han ejer ikke talent for sameksistens med sine medmennesker	O C O O O O O O O	han ejer ikke talent for sameksistens med sine medmennesker	O C O O O O O O O
105	""" Kors , hvor jeg savner ham . """	kors hvor jeg savner ham	O O O C O	kors hvor savner jeg ham	O O F O O
106	Derfor er det svært at se en løsning i blot at råde hende til at tage erhvervsarbejde ved siden af eksamenslæsning .	derfor er det svært at se en løsning i blot at råde hende til at tage erhvervsarbejde ved siden af eksamenslæsning	O C O O O C O O O O O C O O O C O O O O O	derfor er det svært se at en løsning i blot at råde hende til tage at erhvervsarbejde ved siden af eksamenslæsning	O C O O F O O O O O O C O O F O O O O O O
107	"Han er vort sidste håb , "" siger Emilia Bonsignore ."	han er vort sidste håb siger emilia bonsignore	O C O O O C O O	han er vort sidste håb siger emilia bonsignore	O C O O O C O O
108	- Vi er en hel familie , der elsker dig , og nu bliver der snart én til !	vi er en hel familie der elsker dig og nu bliver der snart én til	O C O O O O C O O O C O O O O	vi er en hel familie der dig elsker bliver og nu der snart én til	O C O O O O O F F O O O O O O
109	"Medlemstallet i hans lyrikklub er 15 - femten - og selv om han erkender , at "" det tal er ikke noget at skrive hjem om , "" så er de femten heller ikke noget , han kimser ad ."	medlemstallet i hans lyrikklub er 15 femten og selv om han erkender at det tal er ikke noget at skrive hjem om så er de femten heller ikke noget han kimser ad	O O O O C O O O O O O O O C O O O C O O O O O O C O C O O O C O	medlemstallet i hans lyrikklub 15 femten og selv om er at er det tal ikke noget så er de femten heller ikke noget han erkender at skrive hjem om han kimser ad	O O O O O O O O O F O F O O O O O C O O O O O O C O C O O O C O
110	Din mor var meget slank og sportstrænet .	din mor var meget slank og sportstrænet	O O C O O O O	din mor meget slank var og sportstrænet	O O O O F O O
111	Den ny ordførende direktør Kaj Thomsen bekræfter , at man fra bankens side har haft følere til andre banker og snakket fusion .	den ny ordførende direktør kaj thomsen bekræfter at man fra bankens side har haft følere til andre banker og snakket fusion	O O O O O O C O O O O O C C O O O O O C O	den snakket ny ordførende har direktør kaj thomsen bekræfter at haft man fra bankens side følere til andre banker og fusion	O F O O F O O O F O F O O O O O O O O O O
112	"Mejerier og slagterier har ikke mulighed for at "" fabrikslukke "" 2-3 uger i juli , som mange andre virksomheder gør ."	mejerier og slagterier har ikke mulighed for at fabrikslukke 2-3 uger i juli som mange andre virksomheder gør	O O O C O O O O C O O O O O O O O C	mejerier og slagterier har ikke mulighed for at fabrikslukke 2-3 uger i juli som mange andre virksomheder gør	O O O C O O O O C O O O O O O O O C
113	""" Man skal huske på , at danserne har utroligt vanskelige vilkår i Danmark , og det vil tage minimum fem år , før der kan opstå et kvalificeret miljø for eksempel omkring en ny uddannelse for moderne dans . """	man skal huske på at danserne har utroligt vanskelige vilkår i danmark og det vil tage minimum fem år før der kan opstå et kvalificeret miljø for eksempel omkring en ny uddannelse for moderne dans	O C C O O O C O O O O O O O C O O O O O C C O C O O O O O O O O O O C	man skal huske på at danserne utroligt vanskelige vilkår har i danmark kan og det minimum fem år før vil der et opstå kvalificeret miljø for eksempel omkring en ny uddannelse for moderne dans tage	O C C O O O O O O F O O F O O O O O O F O O F C O O O O O O O O O O C
114	Hvis hun siger ja til at gifte sig med en aldrende mand blot for at kunne forlade Sandbygaard på en måde , som loven tillader ?	hvis hun siger ja til at gifte sig med en aldrende mand blot for at kunne forlade sandbygaard på en måde som loven tillader	O O C O O O C O O O O O O O O C C O O O O O O C	hvis siger hun ja til at gifte sig med en aldrende mand blot for at kunne forlade sandbygaard på en måde som tillader loven	O F O O O O C O O O O O O O O C C O O O O O F O
115	"Dansetruppen har banandansen med i programmet , hvor ""Mellem-Os""-læserne også kan glæde sig til den religiøse trommedans eller optrinnet over traditionen i Kamphaengphet , hvor folk ofrer gule gevandter til munkene den nat i november , hvor det er fuldmåne ."	"dansetruppen har banandansen med i programmet hvor ""mellem-os""-læserne også kan glæde sig til den religiøse trommedans eller optrinnet over traditionen i kamphaengphet hvor folk ofrer gule gevandter til munkene den nat i november hvor det er fuldmåne"	O C O O O O O O O C C O O O O O O O O O O O O O C O O O O O O O O O O C O	"dansetruppen banandansen med i programmet har hvor glæde ""mellem-os""-læserne kan også sig til den religiøse trommedans eller optrinnet over traditionen i kamphaengphet er hvor folk gule gevandter til munkene den nat i november hvor ofrer det fuldmåne"	O O O O O F O F O C O O O O O O O O O O O O F O O O O O O O O O O O F O O
116	"Preben Andersen , offsetekspert , får i forbindelse med sin 70-års fødselsdag "" Sætternisse Prisen "" ."	preben andersen offsetekspert får i forbindelse med sin 70-års fødselsdag sætternisse prisen	O O O C O O O O O O O O	preben andersen offsetekspert får i forbindelse med sin 70-års fødselsdag sætternisse prisen	O O O C O O O O O O O O
117	"Hvad er det rigtige niveau for , hvor mange penge , vi skal tjene ? "" spurgte Dalmark ."	hvad er det rigtige niveau for hvor mange penge vi skal tjene spurgte dalmark	O C O O O O O O O C O O C C	hvad er det rigtige niveau for hvor mange penge spurgte dalmark skal tjene vi	O C O O O O O O O C O F F O
118	Men udsigten til det nye , samlede Europa med EF som den politiske og økonomiske dynamo og Tyskland som den nye toneangivende stormagt gør alligevel en del amerikanere utilpasse .	men udsigten til det nye samlede europa med ef som den politiske og økonomiske dynamo og tyskland som den nye toneangivende stormagt gør alligevel en del amerikanere utilpasse	O O O O O C O O O O O O O O O O O O O O O O C O O O O O	men udsigten til det nye samlede europa med ef som den politiske og økonomiske dynamo og tyskland som den nye toneangivende stormagt gør alligevel en del amerikanere utilpasse	O O O O O C O O O O O O O O O O O O O O O O C O O O O O
119	""" Ellers var jeg blevet suget med ned , "" forklarede Samsel ."	ellers var jeg blevet suget med ned forklarede samsel	O C O C C O O C O	ellers suget var jeg med ned blevet samsel forklarede	O F F O O O F O F
120	Men det er dog ganske usmageligt med denne gradvise konfiskation af flittige og sparsommelige menneskers livsindsats .	men det er dog ganske usmageligt med denne gradvise konfiskation af flittige og sparsommelige menneskers livsindsats	O O C O O O O O O O O O O O O O	men det er dog ganske usmageligt med denne gradvise konfiskation af flittige og sparsommelige menneskers livsindsats	O O C O O O O O O O O O O O O O
121	Der findes 2 typer : Som kasselås til påskruning på dørens indvendige side eller som indstukken lås .	der findes 2 typer som kasselås til påskruning på dørens indvendige side eller som indstukken lås	O C O O O O O O O O O O O O O O	der findes 2 typer som kasselås til påskruning på dørens indvendige side eller som indstukken lås	O C O O O O O O O O O O O O O O
122	Hun farer på ham med et skrig .	hun farer på ham med et skrig	O C O O O O O	hun farer på ham med et skrig	O C O O O O O
123	Hun kan smile , fordi hun har draget ved lære af fortiden .	hun kan smile fordi hun har draget ved lære af fortiden	O C C O O C C O O O O	hun smile kan fordi hun har draget ved lære af fortiden	O F F O O C C O O O O
