idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
102	Der Chef hatte dies wohl auch nicht nötig , der schloss nur schnell die Tür zu seinem Raum weil ich Kinder dabei hatte .	der chef hatte dies wohl auch nicht nötig der schloss nur schnell die tür zu seinem raum weil ich kinder dabei hatte	O O C O O O O O O C O O O O O O O O O O O C	der chef hatte dies wohl auch nicht nötig der nur schnell die tür schloss zu seinem raum hatte weil ich kinder dabei	O O C O O O O O O O O O O F O O O F O O O O
103	Na ja , da weiß man wenigstens wo das Personal die Unfreundlichkeit her hat .	na ja da weiß man wenigstens wo das personal die unfreundlichkeit her hat	O O O C O O O O O O O O C	na ja da weiß man wenigstens wo das personal die unfreundlichkeit hat her	O O O C O O O O O O O F O
104	Wir sind dann einfach gegangen .	wir sind dann einfach gegangen	O C O O C	wir sind dann einfach gegangen	O C O O C
105	Und wir werden nie wieder kommen ....	und wir werden nie wieder kommen ....	O O C O O C O	und wir nie wieder kommen .... werden	O O O O F O F
106	Auch die Tagesempfehlungen haben sich sehr gut angehört , aber man kann ja nicht alles essen , denn die Portionen sind auf keinen Fall zu klein .	auch die tagesempfehlungen haben sich sehr gut angehört aber man kann ja nicht alles essen denn die portionen sind auf keinen fall zu klein	O O O C O O O C O O C O O O C O O O C O O O O O	auch die tagesempfehlungen haben sich sehr gut angehört aber man ja nicht sind alles kann denn die portionen auf keinen fall zu essen klein	O O O C O O O C O O O O F O F O O O O O O O F O
107	Bedienung hatte wohl einen schlechten Abend erwischt .	bedienung hatte wohl einen schlechten abend erwischt	O C O O O O C	bedienung hatte wohl einen schlechten abend erwischt	O C O O O O C
108	Zu lange Wartezeiten , einiges vergessen und wenig freundlich .	zu lange wartezeiten einiges vergessen und wenig freundlich	O O O O C O O O	zu lange wartezeiten vergessen einiges und wenig freundlich	O O O F O O O O
109	Ist den Ärger nicht wert .	ist den ärger nicht wert	C O O O O	ist den ärger nicht wert	C O O O O
110	Für dieses Jahr plane ich noch ein paar kleine Anschaffungen , die ich mir auf jeden Fall wieder hier holen werde .	für dieses jahr plane ich noch ein paar kleine anschaffungen die ich mir auf jeden fall wieder hier holen werde	O O O C O O O O O O O O O O O O O O C C	für dieses jahr plane ich noch ein paar kleine anschaffungen holen die ich mir auf jeden fall wieder hier werde	O O O C O O O O O O F O O O O O O O O C
111	Auch ich musste suchen ( 1. OG ) und fand es dann .	auch ich musste suchen 1. og und fand es dann	O O C C O O O C O O	auch ich musste suchen 1. og und es fand dann	O O C C O O O O F O
112	Was soll ich sagen ... netter Empfang , Möbel nicht die neusten aber OK .	was soll ich sagen ... netter empfang möbel nicht die neusten aber ok	O C O C O O O O O O O O O	was soll ich ... netter empfang sagen möbel nicht die neusten aber ok	O C O O O O F O O O O O O
113	Auf Essen musste nicht lange gewartet werden und es war sehr sehr lecker .	auf essen musste nicht lange gewartet werden und es war sehr sehr lecker	O O C O O C C O O C O O O	auf essen nicht war musste lange werden und es sehr sehr gewartet lecker	O O O F F O C O O O O F O
114	Preise waren für das Essen günstig .	preise waren für das essen günstig	O C O O O O	preise für das essen günstig waren	O O O O O F
115	Ich kann es nur weiter empfehlen .	ich kann es nur weiter empfehlen	O C O O O C	ich kann es nur weiter empfehlen	O C O O O C
116	Habe dann New China entdeckt .	habe dann new china entdeckt	C O O O C	dann entdeckt habe new china	O F F O O
117	Auf dem Weg dort hin natürlich gleich mal dran vorbeigefahren ....	auf dem weg dort hin natürlich gleich mal dran vorbeigefahren ....	O O O O O O O O O C O	auf dem weg dort hin natürlich gleich mal dran vorbeigefahren ....	O O O O O O O O O C O
118	"Als ich endlich da war , viel mir das Schild 13 Jahre "" New China "" auf ."	als ich endlich da war viel mir das schild 13 jahre new china auf	O O O O C C O O O O O O O O	als ich endlich da war mir das schild 13 jahre new china auf viel	O O O O C O O O O O O O O F
119	Die Innenausstattung sah auch ein wenig in die Jahre gekommen aus .	die innenausstattung sah auch ein wenig in die jahre gekommen aus	O O C O O O O O O O O	die innenausstattung auch ein wenig in die jahre gekommen sah aus	O O O O O O O O O F O
120	Dann habe ich bei der Bedienung zwei mal das Buffet und etwas zu trinken bestellt , welches sofort an meinem Tisch war .	dann habe ich bei der bedienung zwei mal das buffet und etwas zu trinken bestellt welches sofort an meinem tisch war	O C O O O O O O O O O O C O C O O O O O C	dann habe ich bei der bedienung zwei mal das buffet und etwas trinken zu bestellt welches war sofort an meinem tisch	O C O O O O O O O O O O F O C O F O O O O
121	Das Buffet war reichhaltig , die Auslage nicht überfüllt , wurde sofort nachgefüllt wenn etwas leer wurde .	das buffet war reichhaltig die auslage nicht überfüllt wurde sofort nachgefüllt wenn etwas leer wurde	O O C O O O O O C O C O O O C	das buffet war reichhaltig die auslage nicht überfüllt sofort nachgefüllt wurde wenn etwas leer wurde	O O C O O O O O O F F O O O C
122	Die Bedienung war sehr aufmerksam und zuvorkommend .	die bedienung war sehr aufmerksam und zuvorkommend	O O C O O O O	die bedienung war sehr aufmerksam und zuvorkommend	O O C O O O O
123	Als ich satt war hatte ich das gefühl nur noch herausrollen zu können , woran nicht zu letzt die Gebackenen Bananen mit Honig schuld waren .	als ich satt war hatte ich das gefühl nur noch herausrollen zu können woran nicht zu letzt die gebackenen bananen mit honig schuld waren	O O O C C O O O O O O O O O O O O O C O O C O C	als ich satt ich das gefühl waren war nur noch herausrollen zu können woran nicht zu letzt die gebackenen bananen mit honig hatte schuld	O O O O O O F F O O C O C O O O O O O O O O F O
124	DIe Kanzlei Seehofer ist eine super Kanzlei !	die kanzlei seehofer ist eine super kanzlei	O O O C O O O	die kanzlei seehofer ist eine super kanzlei	O O O C O O O
125	Sie hat mir zu meinem Recht geholfen , als ich probleme mit einer Bank hatte .	sie hat mir zu meinem recht geholfen als ich probleme mit einer bank hatte	O C O O O O C O O O O O O C	sie geholfen mir zu meinem recht hat als ich probleme mit einer bank hatte	O F O O O O F O O O O O O C
126	Es lohnt sich !	es lohnt sich	O C O	es lohnt sich	O C O
127	Man darf gespannt sein .	man darf gespannt sein	O C O C	man darf gespannt sein	O C O C
128	Wir kommen wieder .	wir kommen wieder	O C O	wir kommen wieder	O C O
129	Die Musik war ok , das Publikum jung .	die musik war ok das publikum jung	O O C O O O O	die musik war ok das publikum jung	O O C O O O O
130	Ich hatte mit sehr viel mehr gerechnet .	ich hatte mit sehr viel mehr gerechnet	O C O O O O C	ich mit hatte gerechnet sehr viel mehr	O O F F O O O
131	An sich ist die Location gar nicht so schlecht , vielleicht ein bissschen klein aber ansonsten ganz schick .	an sich ist die location gar nicht so schlecht vielleicht ein bissschen klein aber ansonsten ganz schick	O O C O O O O O O O O O O O O O O	an sich die location ist gar nicht so schlecht vielleicht ein bissschen klein aber ansonsten ganz schick	O O O O F O O O O O O O O O O O O
132	Wegen dem Fahrstuhl dauert der Einlaß nämlich ziemlich lange .	wegen dem fahrstuhl dauert der einlaß nämlich ziemlich lange	O O O C O O O O O	wegen dem fahrstuhl der einlaß nämlich dauert ziemlich lange	O O O O O O F O O
133	Anfangs war es ganz cool .	anfangs war es ganz cool	O C O O O	anfangs es ganz cool war	O O O O F
134	der Ausblick von der Terrasse ist irgendwie der einzige der wirklich schön ist .	der ausblick von der terrasse ist irgendwie der einzige der wirklich schön ist	O O O O O C O O O O O O C	der ausblick von der terrasse ist irgendwie der einzige der wirklich schön ist	O O O O O C O O O O O O C
135	Dieses kleine aber feine Hotel bietet sehr schöne Zimmer , das Badezimmer war nahezu neu und somit in einem tadellosen Zustand .	dieses kleine aber feine hotel bietet sehr schöne zimmer das badezimmer war nahezu neu und somit in einem tadellosen zustand	O O O O O C O O O O O C O O O O O O O O	dieses kleine aber feine hotel sehr schöne zimmer das badezimmer war nahezu neu und somit in einem tadellosen zustand bietet	O O O O O O O O O O F O O O O O O O O F
136	ich bin recht oft in Hotels unterwegs .	ich bin recht oft in hotels unterwegs	O C O O O O O	ich bin recht oft in hotels unterwegs	O C O O O O O
137	Aber so schlecht und dreckig bin ich noch nie untergekommen .	aber so schlecht und dreckig bin ich noch nie untergekommen	O O O O O C O O O C	aber untergekommen so schlecht und dreckig ich noch nie bin	O F O O O O O O O F
138	Die wußten warum Sie Vorkasse haben wollten ......	die wußten warum sie vorkasse haben wollten ......	O C O O O C C O	die wußten warum sie vorkasse haben wollten ......	O C O O O C C O
139	Es ist nicht das Billigste , aber dafür bekommt man auch höhere Qualität geliefert als in den ganzen Aufbackstuben .	es ist nicht das billigste aber dafür bekommt man auch höhere qualität geliefert als in den ganzen aufbackstuben	O C O O O O O C O O O O O O O O O C	es nicht das billigste ist aber dafür man bekommt auch höhere qualität geliefert als in den ganzen aufbackstuben	O O O O F O O O F O O O C O O O O O
140	Hier sieht man wirklich was man für seine Wohnung haben muss .	hier sieht man wirklich was man für seine wohnung haben muss	O C O O O O O O O C C	hier man sieht wirklich was man für seine wohnung haben muss	O O F O O O O O O C C
141	Geführt von einer Familie mit Herz !	geführt von einer familie mit herz	C O O O O O	geführt von einer familie mit herz	C O O O O O
142	Das Personal ist sehr freundlich und die Küche wirklich flexibel , hier kann man auch mal Sonderwünsche äußern .	das personal ist sehr freundlich und die küche wirklich flexibel hier kann man auch mal sonderwünsche äußern	O O C O O O O O O O O C O O O O C	das personal sehr freundlich und die küche wirklich flexibel ist hier kann man äußern auch mal sonderwünsche	O O O O O O O O O F O C O F O O O
143	Wir gehen regelmäßig dort hin und wurden noch nie enttäuscht !	wir gehen regelmäßig dort hin und wurden noch nie enttäuscht	O C O O O O C O O C	wir regelmäßig dort gehen hin und wurden noch nie enttäuscht	O O O F O O C O O C
144	Wir sind sehr erfahrene Ferienwohnungsnutzer , aber wir haben selten eine so saubere und gut durchdachte Wohnung gehabt .	wir sind sehr erfahrene ferienwohnungsnutzer aber wir haben selten eine so saubere und gut durchdachte wohnung gehabt	O C O O O O O C O O O O O O O O C	wir sind sehr erfahrene ferienwohnungsnutzer aber wir selten haben eine so saubere und gut durchdachte wohnung gehabt	O C O O O O O O F O O O O O O O C
145	Es hat nichts gefehlt .	es hat nichts gefehlt	O C O C	es gefehlt hat nichts	O F F O
146	Unser Erlebnis auf dem Leuchtturm Roter Sand war einmalig und ein tolles Erlebnis .	unser erlebnis auf dem leuchtturm roter sand war einmalig und ein tolles erlebnis	O O O O O O O C O O O O O	unser erlebnis auf dem leuchtturm roter sand einmalig und ein tolles erlebnis war	O O O O O O O O O O O O F
147	Und die Tage davor und danach haben wir in Bremerhaven und in Imsum verbracht .	und die tage davor und danach haben wir in bremerhaven und in imsum verbracht	O O O O O O C O O O O O O C	und die tage davor und danach haben verbracht wir in bremerhaven und in imsum	O O O O O O C F O O O O O O
148	"Zuletzt hatte der "" Blanke Hans "" ganz schön herumgefegt ."	zuletzt hatte der blanke hans ganz schön herumgefegt	O C O O O O O C	zuletzt der blanke hans herumgefegt ganz hatte schön	O O O O F O F O
149	Auch in dem kleinen Gärtchen hinter dem Haus lagen dicke Äste von den Nachbarbäumen .	auch in dem kleinen gärtchen hinter dem haus lagen dicke äste von den nachbarbäumen	O O O O O O O O C O O O O O	auch in dem kleinen gärtchen hinter dem haus lagen dicke äste von den nachbarbäumen	O O O O O O O O C O O O O O
150	Nicht versäumen möchte ich zu erwähnen , dass die Putzkolonne sehr gute Arbeit geleistet hat .	nicht versäumen möchte ich zu erwähnen dass die putzkolonne sehr gute arbeit geleistet hat	O C C O O C O O O O O O C C	nicht versäumen möchte ich zu erwähnen dass hat die putzkolonne sehr gute arbeit geleistet	O C C O O C O F O O O O O F
151	Die Sauberkeit war sehr sorgfältig hergestellt .	die sauberkeit war sehr sorgfältig hergestellt	O O C O O C	die sauberkeit hergestellt sehr war sorgfältig	O O F O F O
152	Das ist nicht selbstverständlich ( wir sind erfahrene Ferienwohnungsmieter ! ) .	das ist nicht selbstverständlich wir sind erfahrene ferienwohnungsmieter	O C O O O C O O	das ist nicht selbstverständlich wir sind erfahrene ferienwohnungsmieter	O C O O O C O O
153	Entweder gefällt es Dir oder Du hasst es .	entweder gefällt es dir oder du hasst es	O C O O O O C O	entweder gefällt es dir oder du hasst es	O C O O O O C O
154	Ist auf jeden Fall eine Reise Wert .	ist auf jeden fall eine reise wert	C O O O O O O	auf jeden fall ist eine reise wert	O O O F O O O
155	Ich habe mehrere ausprobiert und war nie richtig zufrieden .	ich habe mehrere ausprobiert und war nie richtig zufrieden	O C O C O C O O O	ich mehrere und ausprobiert war nie habe richtig zufrieden	O O O C F O F O O
156	Erst seit ich zu Happy - Nails - Linz gehe und das schon seit 4Jahren sind meine Nägel auch bei übermäßiger Beanspruchung vier Wochen lang schön .	erst seit ich zu happy nails linz gehe und das schon seit 4jahren sind meine nägel auch bei übermäßiger beanspruchung vier wochen lang schön	O O O O O O O C O O O O O C O O O O O O O O O O	erst seit gehe ich zu happy nails linz und das schon seit 4jahren sind meine nägel auch bei übermäßiger beanspruchung vier wochen lang schön	O O F O O O O O O O O O O C O O O O O O O O O O
157	Ich kann dieses Nagelstudio nur empfehlen	ich kann dieses nagelstudio nur empfehlen	O C O O O C	ich kann empfehlen dieses nagelstudio nur	O C F O O O
158	Hat aber in letzter Zeit stark nachgelassen .	hat aber in letzter zeit stark nachgelassen	C O O O O O C	aber hat in letzter zeit stark nachgelassen	O F O O O O C
159	Wir haben unseren Dachboden mit neuen Schränken ausstatten lassen .	wir haben unseren dachboden mit neuen schränken ausstatten lassen	O C O O O O O C C	wir unseren dachboden mit neuen schränken ausstatten haben lassen	O O O O O O F F C
160	Die Dachschrägen konnten bestens genutzt werden und die Schränke selbst sind auch sehr toll geworden .	die dachschrägen konnten bestens genutzt werden und die schränke selbst sind auch sehr toll geworden	O O C O C C O O O O C O O O C	die dachschrägen konnten bestens genutzt werden und die schränke selbst sind auch sehr toll geworden	O O C O C C O O O O C O O O C
