idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
70	Lars svarede , at det var svært at sige .	lars svarede at det var svært at sige	lars at svarede var det svært at sige	O O F F O O O C	lars at det svarede svært at var sige	O O O F O O F C
71	Selv særligt begavede børn bliver nødt til at leve i det samfund vi har , de kan jo ikke melde sig ud .	selv særligt begavede børn bliver nødt til at leve i det samfund vi har de kan jo ikke melde sig ud	selv særligt begavede børn bliver nødt til at i leve det samfund har vi de kan jo ikke melde sig ud	O O O O C O O O O F O O F O O C O O C O O	selv særligt begavede børn nødt kan til at leve i det samfund vi har de jo melde ikke sig ud bliver	O O O O O F O O C O O O O C O O F O O O F
72	Det et-motorede Cessna 172 fly med plads til fire personer havde da retning mod en række fire meter høje buske .	det et-motorede cessna 172 fly med plads til fire personer havde da retning mod en række fire meter høje buske	det et-motorede cessna 172 fly med plads til fire personer da havde retning mod en række fire meter høje buske	O O O O O O O O O O O F O O O O O O O O	det et-motorede cessna havde 172 fly med plads til fire personer da retning mod en række fire meter høje buske	O O O F O O O O O O O O O O O O O O O O
73	Så enkelt kan Unibanks problem formuleres , og i et forsøg på at få skabt tillid blev Unibanks direktør , 52-årige Steen Rasborg i går fyret med en afskedsgave på ca. ni millioner kroner .	så enkelt kan unibanks problem formuleres og i et forsøg på at få skabt tillid blev unibanks direktør 52-årige steen rasborg i går fyret med en afskedsgave på ca. ni millioner kroner	så kan enkelt unibanks problem formuleres og i et forsøg på at få blev skabt tillid unibanks direktør 52-årige steen rasborg i går fyret med en afskedsgave på ca. ni millioner kroner	O F O O O C O O O O O O C F F O O O O O O O O C O O O O O O O O	så enkelt unibanks problem formuleres og i et forsøg på at få tillid unibanks kan direktør 52-årige blev steen rasborg i skabt går fyret med en afskedsgave på ca. ni millioner kroner	O O O O C O O O O O O C O O F O O F O O O F O C O O O O O O O O
74	At højden over for- og bagsæde er mindsket med hhv. 10 og 8 mm , og at bredden i skulderhøjde for/bag tabte hhv. 4 og 10 mm. .	at højden over for- og bagsæde er mindsket med hhv. 10 og 8 mm og at bredden i skulderhøjde for/bag tabte hhv. 4 og 10 mm.	at højden over for- og bagsæde er med mindsket hhv. 10 og 8 mm og at bredden i skulderhøjde tabte for/bag hhv. 4 og 10 mm.	O O O O O O C O F O O O O O O O O O O F O O O O O O	tabte at højden over for- og bagsæde er med hhv. 10 mindsket og 8 mm og at bredden i skulderhøjde for/bag hhv. 4 og 10 mm.	F O O O O O O C O O O F O O O O O O O O O O O O O O
75	Så skal der rafles om husholdningspengene .	så skal der rafles om husholdningspengene	så skal der rafles om husholdningspengene	O C O C O O	rafles så skal der om husholdningspengene	F O C O O O
76	Derfor tæller modelprogrammet foreløbig kun Legacy .	derfor tæller modelprogrammet foreløbig kun legacy	derfor modelprogrammet tæller foreløbig kun legacy	O O F O O O	tæller derfor modelprogrammet foreløbig kun legacy	F O O O O O
77	Edeling og Robert udviklede ikke mindst i 1970'erne en række nye trykteknikker , hvorved man på en helt ny måde kunne fastholde metallets stoflighed i det grafiske tryk .	edeling og robert udviklede ikke mindst i 1970'erne en række nye trykteknikker hvorved man på en helt ny måde kunne fastholde metallets stoflighed i det grafiske tryk	edeling og udviklede robert ikke mindst i 1970'erne en række nye trykteknikker hvorved man på en helt ny måde kunne fastholde metallets stoflighed i det grafiske tryk	O O F O O O O O O O O O O O O O O O O C C O O O O O O	edeling og robert udviklede ikke mindst i 1970'erne fastholde en række nye trykteknikker kunne hvorved man på en helt ny måde metallets stoflighed i det grafiske tryk	O O O C O O O O F O O O O F O O O O O O O O O O O O O
78	Dialog med undertekst , og en klart defineret fortællersynsvinkel , de to virkemidler lå i impressionismens prosa .	dialog med undertekst og en klart defineret fortællersynsvinkel de to virkemidler lå i impressionismens prosa	dialog med undertekst og en klart fortællersynsvinkel defineret de to lå virkemidler i impressionismens prosa	O O O O O O O F O O F O O O O	dialog med undertekst og en klart defineret fortællersynsvinkel lå de to virkemidler i impressionismens prosa	O O O O O O C O F O O O O O O
79	Desværre er det jo kommunerne , der vurderer de ældres behov - og de anlægger en økonomisk synsvinkel .	desværre er det jo kommunerne der vurderer de ældres behov og de anlægger en økonomisk synsvinkel	desværre er det jo kommunerne der vurderer de ældres behov og de en anlægger økonomisk synsvinkel	O C O O O O C O O O O O O F O O	desværre det jo kommunerne der vurderer anlægger de ældres behov og de en økonomisk er synsvinkel	O O O O O C F O O O O O O O F O
80	Og de er begge fuld af gå-på-mod og har store ambitioner .	og de er begge fuld af gå-på-mod og har store ambitioner	og er de begge fuld af gå-på-mod og har store ambitioner	O F O O O O O O C O O	og de begge fuld af gå-på-mod og har store er ambitioner	O O O O O O O C O F O
81	Men privat er Jason Priestley absolut ingen duksedreng .	men privat er jason priestley absolut ingen duksedreng	men privat er jason priestley absolut ingen duksedreng	O O C O O O O O	men privat jason priestley absolut ingen er duksedreng	O O O O O O F O
82	Usikkerheden om programmernes tidshorisont og uhensigtsmæssige finansieringsformer vanskeliggør en konsolidering af forskningen på langt sigt , fastslår rådene i deres rapport .	usikkerheden om programmernes tidshorisont og uhensigtsmæssige finansieringsformer vanskeliggør en konsolidering af forskningen på langt sigt fastslår rådene i deres rapport	usikkerheden om programmernes tidshorisont og uhensigtsmæssige finansieringsformer en vanskeliggør konsolidering af forskningen på langt fastslår sigt rådene i deres rapport	O O O O O O O O F O O O O O F O O O O O	usikkerheden om programmernes tidshorisont og uhensigtsmæssige finansieringsformer vanskeliggør en konsolidering fastslår af forskningen på langt sigt rådene i deres rapport	O O O O O O O C O O F O O O O O O O O O
83	Venerne kan også have svært ved at føre blodet tilbage til hjertet , og i så fald hobes blodet op , og benene hæver .	venerne kan også have svært ved at føre blodet tilbage til hjertet og i så fald hobes blodet op og benene hæver	venerne kan også have svært ved at blodet føre tilbage til hjertet og i så hobes fald blodet op og benene hæver	O C O C O O O O F O O O O O O F O O O O O C	venerne også svært ved at føre blodet tilbage til hæver hjertet og i have så fald hobes kan blodet op og benene	O O O O O C O O O F O O O F O O C F O O O O
84	Han mener , at det er på tide at bede USA om at standse krigen militært .	han mener at det er på tide at bede usa om at standse krigen militært	han mener at det på er tide bede at usa om at standse krigen militært	O C O O O F O F O O O O C O O	han mener at standse det er bede på tide at usa om at krigen militært	O C O F O C F O O O O O O O O
85	- Og det er mig , der hedder Anni , sagde Anni og hoppede og dansede på fødderne .	og det er mig der hedder anni sagde anni og hoppede og dansede på fødderne	og det er mig der sagde hedder anni anni og hoppede og dansede på fødderne	O O C O O F F O O O C O C O O	hedder og hoppede det mig der anni sagde anni og er og dansede på fødderne	F O F O O O O C O O F O C O O
86	Europæerne skulle være intelligente nok .	europæerne skulle være intelligente nok	europæerne skulle være intelligente nok	O F F O O	europæerne være skulle intelligente nok	O F C O O
87	Svendsen kører derud i ambulancen .	svendsen kører derud i ambulancen	svendsen kører derud i ambulancen	O C O O O	kører svendsen derud i ambulancen	F O O O O
88	De svage og syge ligger i deres telte .	de svage og syge ligger i deres telte	de svage og syge ligger i deres telte	O O O O C O O O	de ligger svage og syge i deres telte	O F O O O O O O
89	""" Jyden er som bekendt stærk og sej ."	jyden er som bekendt stærk og sej	jyden som er bekendt stærk og sej	O O F O O O O	jyden er som bekendt stærk og sej	O C O O O O O
90	"Tværtimod er det den tyske stabilitets- og pengepolitik , der skal overtages af resten af EF , "" sagde Waigel fornylig under en diskussion om den fremtidige økonomiske union i EF ."	tværtimod er det den tyske stabilitets- og pengepolitik der skal overtages af resten af ef sagde waigel fornylig under en diskussion om den fremtidige økonomiske union i ef	er tværtimod det den tyske stabilitets- og pengepolitik der skal overtages af resten af ef waigel sagde fornylig under en diskussion om den fremtidige økonomiske union i ef	F O O O O O O O O C C O O O O O F O O O O O O O O O O O	tværtimod er det den tyske stabilitets- og pengepolitik der overtages af resten af ef skal waigel fornylig under en diskussion om den fremtidige økonomiske union sagde i ef	O C O O O O O O O C O O O O F O O O O O O O O O O F O O
91	En volleyballspiller springer i gennemsnit 80 centimeter i vejret .	en volleyballspiller springer i gennemsnit 80 centimeter i vejret	en springer volleyballspiller i gennemsnit 80 centimeter i vejret	O F O O O O O O O	en springer volleyballspiller i gennemsnit 80 centimeter i vejret	O F O O O O O O O
92	Kan nye kontrakter ikke undgås - selv om begge foreninger også opfordrer til at vente - så anbefaler de to parter på det kraftigste , at de gamle transfer-bestemmelser fra før 9. marts anvendes .	kan nye kontrakter ikke undgås selv om begge foreninger også opfordrer til at vente så anbefaler de to parter på det kraftigste at de gamle transfer-bestemmelser fra før 9. marts anvendes	kan nye kontrakter ikke undgås selv om begge foreninger også til opfordrer vente at så anbefaler de to parter på det kraftigste at de gamle transfer-bestemmelser fra før 9. marts anvendes	C O O O C O O O O O O F F O O C O O O O O O O O O O O O O O C	nye kontrakter ikke undgås selv om begge foreninger også opfordrer til at så anbefaler de to parter kan på det vente kraftigste at de gamle transfer-bestemmelser fra før 9. marts anvendes	O O O F O O O O O C O O O C O O O F O O F O O O O O O O O O C
93	Adolf Hitler er Lehders politiske idol .	adolf hitler er lehders politiske idol	adolf hitler lehders er politiske idol	O O O F O O	adolf hitler lehders politiske idol er	O O O O O F
94	Der er flere muligheder for behandling .	der er flere muligheder for behandling	er der flere muligheder for behandling	F O O O O O	der er flere muligheder for behandling	O C O O O O
95	""" Man kan næsten se , at nogle af de der tynde madammer med højlakerede røde negle tænker : Guuud , altså , "" siger den 25-årige Bettina Jørgensen fra Hammel ."	man kan næsten se at nogle af de der tynde madammer med højlakerede røde negle tænker guuud altså siger den 25-årige bettina jørgensen fra hammel	man kan næsten se at nogle af de der tynde madammer med højlakerede røde negle guuud tænker siger altså den 25-årige bettina jørgensen fra hammel	O C O C O O O O O O O O O O O O F F O O O O O O O	man kan næsten at nogle af de der se tynde madammer med højlakerede røde negle tænker guuud altså den 25-årige bettina siger jørgensen fra hammel	O C O O O O O O F O O O O O O C O O O O O F O O O
96	Nu måtte det amerikanske narkopoliti , DEA , føre krigen på hjemmefronten .	nu måtte det amerikanske narkopoliti dea føre krigen på hjemmefronten	nu måtte det amerikanske narkopoliti dea føre krigen på hjemmefronten	O C O O O O C O O O	nu måtte det amerikanske føre narkopoliti dea krigen på hjemmefronten	O C O O F O O O O O
97	MEN endnu en gang var det en skæbnefyldt fejlvurdering af ledende politikere .	men endnu en gang var det en skæbnefyldt fejlvurdering af ledende politikere	men endnu en gang det var en skæbnefyldt fejlvurdering ledende af politikere	O O O O O F O O O F O O	ledende men endnu en gang var det en skæbnefyldt fejlvurdering af politikere	F O O O O C O O O O O O
98	""" Realistisk set er det en mindre del af min karriere - tiden bliver mest brugt på mine egne koncerter og plader , men de andre får al publicityen ( latter ) ."	realistisk set er det en mindre del af min karriere tiden bliver mest brugt på mine egne koncerter og plader men de andre får al publicityen latter	realistisk set er det en mindre del af min karriere tiden brugt bliver mest på mine egne koncerter og plader men de andre får al publicityen latter	O C C O O O O O O O O F F O O O O O O O O O O C O O O	realistisk får er det en mindre del af min karriere tiden bliver mest på mine brugt egne koncerter og plader men de andre al publicityen latter set	O F C O O O O O O O O C O O O F O O O O O O O O O O F
