idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
55	Wilbek hefur unnið hjá sambandinu í 20 ár , lengst af sem landsliðsþjálfari , fyrst með kvennalandsliðið og síðar með karlana um níu ára skeið .	wilbek hefur unnið hjá sambandinu í 20 ár lengst af sem landsliðsþjálfari fyrst með kvennalandsliðið og síðar með karlana um níu ára skeið	wilbek hefur hjá unnið sambandinu í 20 ár lengst af sem landsliðsþjálfari fyrst með kvennalandsliðið og síðar með karlana um níu ára skeið	O C O F O O O O O O O O O O O O O O O O O O O	wilbek hefur hjá sambandinu í 20 ár lengst af sem landsliðsþjálfari fyrst með kvennalandsliðið og unnið síðar með karlana um níu ára skeið	O C O O O O O O O O O O O O O F O O O O O O O
56	Miðflokkur Sigmundar Davíðs Gunnlaugssonar er síðan með vind í seglinn en flokkurinn mælist með 11,0 prósenta fylgi á meðan Framsóknarflokkurinn mælist með 5,9 prósenta fylgi .	miðflokkur sigmundar davíðs gunnlaugssonar er síðan með vind í seglinn en flokkurinn mælist með 11,0 prósenta fylgi á meðan framsóknarflokkurinn mælist með 5,9 prósenta fylgi	miðflokkur sigmundar davíðs er gunnlaugssonar síðan með vind í seglinn en flokkurinn mælist með 11,0 prósenta fylgi á meðan framsóknarflokkurinn mælist með 5,9 prósenta fylgi	O O O F O O O O O O O O C O O O O O O O C O O O O	miðflokkur sigmundar davíðs gunnlaugssonar síðan með vind mælist í seglinn en flokkurinn mælist með 11,0 prósenta fylgi á meðan framsóknarflokkurinn með 5,9 prósenta fylgi er	O O O O O O O F O O O O C O O O O O O O O O O O F
57	Nokkru fyrir miðnætti hafði tekist að leiða nóg rafmagn frá Selfossi og Þorlákshöfn inn á kerfið til að tryggja öllum straum sem þurftu yfir blánóttina .	nokkru fyrir miðnætti hafði tekist að leiða nóg rafmagn frá selfossi og þorlákshöfn inn á kerfið til að tryggja öllum straum sem þurftu yfir blánóttina	nokkru fyrir miðnætti hafði tekist að leiða nóg rafmagn frá selfossi og þorlákshöfn inn á kerfið til að tryggja öllum straum sem yfir þurftu blánóttina	O O O F F O C O O O O O O O O O O O C O O O O F O	nokkru fyrir miðnætti tekist að leiða nóg rafmagn frá selfossi og þorlákshöfn inn á tryggja kerfið til að öllum straum hafði sem þurftu yfir blánóttina	O O O C O C O O O O O O O O F O O O O O F O C O O
58	45 ára starfsafmæli Íslenska dansflokksins var fagnað með pompi og prakt á mánudaginn og voru rúmlega 100 velunnarar dansflokksins mættir til að fagna þessum áfanga .	45 ára starfsafmæli íslenska dansflokksins var fagnað með pompi og prakt á mánudaginn og voru rúmlega 100 velunnarar dansflokksins mættir til að fagna þessum áfanga	45 ára starfsafmæli íslenska var dansflokksins fagnað með pompi og prakt á mánudaginn og voru rúmlega 100 velunnarar dansflokksins til mættir fagna að þessum áfanga	O O O O F O C O O O O O O O C O O O O O F F O O O	45 ára fagna starfsafmæli íslenska dansflokksins var fagnað með pompi og prakt á mánudaginn og rúmlega 100 velunnarar dansflokksins voru mættir til að þessum áfanga	O O F O O O C C O O O O O O O O O O O F C O O O O
59	Ég fæ reyndar ekki einn sveittan í bréfi — en ég fæ hráefnin sem ég get svo eldað sjálfur og leyft strákunum að smakka .	ég fæ reyndar ekki einn sveittan í bréfi — en ég fæ hráefnin sem ég get svo eldað sjálfur og leyft strákunum að smakka	ég fæ reyndar ekki einn sveittan í bréfi — en ég fæ hráefnin sem ég eldað get svo sjálfur og leyft strákunum að smakka	O C O O O O O O O O O C O O O F F O O O C O O C	ég fæ reyndar ekki einn sveittan í bréfi — en ég fæ hráefnin sem smakka leyft ég get eldað svo sjálfur og strákunum að	O C O O O O O O O O O C O O F F O C F O O O O O
60	Ekki stendur til að birta umrætt myndband opinberlega að sögn lögreglustjórans .	ekki stendur til að birta umrætt myndband opinberlega að sögn lögreglustjórans	ekki til stendur birta að umrætt myndband opinberlega að sögn lögreglustjórans	O O F F O O O O O O O	ekki til að birta umrætt myndband opinberlega stendur að sögn lögreglustjórans	O O O C O O O F O O O
61	Bjarkey sagði í Kastljósi í gær að ábyrgðin lægi hjá kaupanda .	bjarkey sagði í kastljósi í gær að ábyrgðin lægi hjá kaupanda	bjarkey sagði í kastljósi í gær að ábyrgðin lægi hjá kaupanda	O C O O O O O O C O O	bjarkey sagði í kastljósi lægi í gær að ábyrgðin hjá kaupanda	O C O O F O O O O O O
62	Starfslaun fá 43 einstaklingar , 15 konur og 28 karlar .	starfslaun fá 43 einstaklingar 15 konur og 28 karlar	starfslaun 43 fá einstaklingar 15 konur og 28 karlar	O O F O O O O O O	starfslaun fá 43 einstaklingar 15 konur og 28 karlar	O C O O O O O O O
63	Í Skotlandi fórust fjórtán í slysi með Super Puma árið 2009 .	í skotlandi fórust fjórtán í slysi með super puma árið 2009	í fórust skotlandi fjórtán í slysi með super puma árið 2009	O F O O O O O O O O O	í skotlandi fjórtán fórust í slysi með super puma árið 2009	O O O F O O O O O O O
64	Miah veit enn ekki hvers vegna honum var vísað úr fluginu .	miah veit enn ekki hvers vegna honum var vísað úr fluginu	miah veit enn ekki hvers vegna honum var úr vísað fluginu	O C O O O O O C O F O	miah enn ekki veit hvers vegna honum var úr vísað fluginu	O O O F O O O C O F O
65	Myndband af þessum tveimur ótrúlegu körfum má sjá hér fyrir neðan .	myndband af þessum tveimur ótrúlegu körfum má sjá hér fyrir neðan	myndband af þessum tveimur ótrúlegu má körfum sjá hér fyrir neðan	O O O O O F O C O O O	myndband af þessum tveimur ótrúlegu körfum sjá hér fyrir má neðan	O O O O O O C O O F O
66	Kristófer hefur verið frábær en við þurfum meiri breidd þar .	kristófer hefur verið frábær en við þurfum meiri breidd þar	kristófer hefur frábær verið en þurfum við meiri breidd þar	O C O F O F O O O O	kristófer verið hefur frábær en við þurfum meiri breidd þar	O F C O O O C O O O
67	Ragnar segir heimahjúkrun sennilega vera þjóðhagslega hagkvæmustu lausn sem við höfum .	ragnar segir heimahjúkrun sennilega vera þjóðhagslega hagkvæmustu lausn sem við höfum	ragnar segir heimahjúkrun sennilega vera þjóðhagslega hagkvæmustu lausn sem við höfum	O C O O C O O O O O C	ragnar segir heimahjúkrun sennilega höfum þjóðhagslega hagkvæmustu vera lausn sem við	O C O O F O O F O O O
68	Á síðasta ári fæddust 4.034 hér á landi en 2.309 létust .	á síðasta ári fæddust 4.034 hér á landi en 2.309 létust	á síðasta ári 4.034 fæddust hér á landi en létust 2.309	O O O O F O O O O F O	á síðasta létust ári fæddust 4.034 hér á landi en 2.309	O O F O C O O O O O O
69	Ég braut öll rifbeinin í honum því ég hnoðaði svo fast .	ég braut öll rifbeinin í honum því ég hnoðaði svo fast	ég braut öll rifbeinin í honum því ég svo hnoðaði fast	O C O O O O O O O F O	ég öll rifbeinin í honum því ég hnoðaði svo fast braut	O O O O O O O C O O F
70	Sýknað var í öllum vegamestu atriðunum , meðal annars þeim sem snéru að því hvers vegna Icesave reikningar Landsbankans voru ekki fluttir í dótturfélag .	sýknað var í öllum vegamestu atriðunum meðal annars þeim sem snéru að því hvers vegna icesave reikningar landsbankans voru ekki fluttir í dótturfélag	var sýknað í öllum vegamestu atriðunum meðal annars þeim sem snéru að því hvers vegna icesave reikningar landsbankans fluttir voru ekki í dótturfélag	F C O O O O O O O O C O O O O O O O F F O O O	sýknað í fluttir öllum var vegamestu atriðunum meðal annars þeim sem snéru að því hvers vegna icesave reikningar landsbankans ekki í dótturfélag voru	C O F O F O O O O O O C O O O O O O O O O O F
71	Opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar er hægt að finna á Facebook síðu félagsins .	opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar er hægt að finna á facebook síðu félagsins	opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar er hægt að á finna facebook síðu félagsins	O C O O O O O O O O O O O O O O C O O O F O O O	opið fyrir rafræna skráningu í sundið til klukkan tíu í er kvöld en allar nánari upplýsingar er hægt að finna á facebook síðu félagsins	O O O O O O O O O O F O O O O O C O O C O O O O
72	Í frétt Gildis segir að einnig sé horft til þess að hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett séu í fjárfestingarstefnu sjóðsins .	í frétt gildis segir að einnig sé horft til þess að hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett séu í fjárfestingarstefnu sjóðsins	í frétt segir gildis að einnig sé horft til þess að hlutfall lána sjóðsfélaga nú nálgist þau viðmið sett sem séu í fjárfestingarstefnu sjóðsins	O O F O O O C C O O O O O O O F O O F O C O O O	í frétt gildis að einnig horft til sé þess að segir séu hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett í fjárfestingarstefnu sjóðsins	O O O O O C O F O O F F O O O C O O O O C O O O
73	Í stefnu CNN er því haldið fram að með framferði sínu hafi Trump og embættismenn hans brotið gegn 1. og 5. grein stjórnarskrá landsins .	í stefnu cnn er því haldið fram að með framferði sínu hafi trump og embættismenn hans brotið gegn 1. og 5. grein stjórnarskrá landsins	í stefnu cnn er því fram haldið að með framferði hafi sínu trump og embættismenn hans brotið gegn 1. og 5. grein stjórnarskrá landsins	O O O C O O F O O O F O O O O O C O O O O O O O	brotið í stefnu cnn því haldið fram að með framferði sínu hafi trump og embættismenn hans gegn 1. og 5. grein stjórnarskrá landsins er	F O O O O C O O O O O C O O O O O O O O O O O F
74	Gerðar voru prófanir annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára .	gerðar voru prófanir annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára	gerðar prófanir voru annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára	C O F O O O O O O O O O O O O O O O O O O O O O	gerðar prófanir annars vegar á fólki á aldrinum 18 voru til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára	C O O O O O O O O F O O O O O O O O O O O O O O
75	Fólk var aðeins að fara í burtu en þeir sem eru að fara á Bræðsluna eru að fara á tónleika í kvöld .	fólk var aðeins að fara í burtu en þeir sem eru að fara á bræðsluna eru að fara á tónleika í kvöld	var fólk aðeins að fara í burtu en þeir sem eru að á fara eru bræðsluna að fara á tónleika í kvöld	F O O O C O O O O O C O O F F O O C O O O O	fólk var aðeins að í eru burtu en þeir sem eru að fara á bræðsluna fara að á tónleika í kvöld fara	O C O O O F O O O O C O C O O F O O O O O F
76	Sökum þessa hefur stjórn Haga nú ákveðið að afturkalla samrunatilkynningu vegna málsins og mun á næstunni senda Samkeppniseftirlitinu nýja samrunatilkynningu , á breyttum grundvelli .	sökum þessa hefur stjórn haga nú ákveðið að afturkalla samrunatilkynningu vegna málsins og mun á næstunni senda samkeppniseftirlitinu nýja samrunatilkynningu á breyttum grundvelli	sökum þessa hefur stjórn haga nú afturkalla ákveðið að samrunatilkynningu vegna málsins og mun á næstunni senda samkeppniseftirlitinu nýja samrunatilkynningu á breyttum grundvelli	O O C O O O F F O O O O O C O O C O O O O O O	sökum þessa hefur stjórn haga nú að samrunatilkynningu vegna ákveðið málsins afturkalla og mun á næstunni senda samkeppniseftirlitinu nýja samrunatilkynningu á breyttum grundvelli	O O C O O O O O O F O F O C O O C O O O O O O
77	Til samanburðar greiddi Sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og var Vodafone síðan tilbúið til að teygja sér upp í 1200 milljónir .	til samanburðar greiddi sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og var vodafone síðan tilbúið til að teygja sér upp í 1200 milljónir	til samanburðar sýn greiddi upphaflega um 700 milljónir króna fyrir sýningarréttinn var og vodafone síðan tilbúið til að teygja sér upp í 1200 milljónir	O O O F O O O O O O O F O O O C O O C O O O O O	til greiddi samanburðar sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og var vodafone síðan teygja tilbúið til að sér upp í 1200 milljónir	O F O O O O O O O O O O C O O F C O O O O O O O
78	Sýklalyfjaónæmar bakteríur eru taldar ein helsta ógn við heilbrigði í heiminum og talið er að um 700 þúsund manns deyi árlega af þeirra völdum .	sýklalyfjaónæmar bakteríur eru taldar ein helsta ógn við heilbrigði í heiminum og talið er að um 700 þúsund manns deyi árlega af þeirra völdum	sýklalyfjaónæmar bakteríur eru taldar ein helsta ógn við heilbrigði í heiminum og talið er að um 700 þúsund manns árlega deyi af þeirra völdum	O O F F O O O O O O O O C C O O O O O O F O O O	sýklalyfjaónæmar bakteríur ein helsta ógn við heilbrigði eru taldar í heiminum og talið er að um 700 þúsund manns deyi árlega af þeirra völdum	O O O O O O O F F O O O C C O O O O O C O O O O
79	Við sjáum að fólk jafnvel stekkur út daginn eftir , bókar seint á kvöldi og er farið daginn eftir , segir Þórunn .	við sjáum að fólk jafnvel stekkur út daginn eftir bókar seint á kvöldi og er farið daginn eftir segir þórunn	sjáum við að fólk jafnvel stekkur út daginn eftir bókar seint á kvöldi og er farið daginn eftir segir þórunn	F O O O O C O O O C O O O O F F O O C O	við að fólk jafnvel út daginn sjáum eftir bókar seint á kvöldi og farið daginn er eftir segir stekkur þórunn	O O O O O O F O C O O O O C O F O C F O
80	Svo fór að Ólafur Ragnar dró framboð sitt til baka .	svo fór að ólafur ragnar dró framboð sitt til baka	svo fór að ólafur ragnar framboð dró sitt til baka	O C O O O O F O O O	svo fór að ólafur dró ragnar framboð sitt til baka	O C O O F O O O O O
81	Samtök kvenna af erlendum uppruna hlutu í dag Mannréttindaverðlaun Reykjavíkurborgar .	samtök kvenna af erlendum uppruna hlutu í dag mannréttindaverðlaun reykjavíkurborgar	samtök kvenna af erlendum hlutu uppruna í dag mannréttindaverðlaun reykjavíkurborgar	O O O O F O O O O O	samtök kvenna af erlendum uppruna hlutu í dag mannréttindaverðlaun reykjavíkurborgar	O O O O O C O O O O
82	Ísland í dag — Tjaldaði 9 m 2 gestaherbergi í stofunni	ísland í dag — tjaldaði 9 m 2 gestaherbergi í stofunni	ísland í dag — tjaldaði 9 m 2 gestaherbergi í stofunni	O O O O C O O O O O O	ísland í dag — tjaldaði 9 m 2 gestaherbergi í stofunni	O O O O C O O O O O O
83	Ég stjórnaði þessu með hreinu , hollu og sykurlausu mataræði .	ég stjórnaði þessu með hreinu hollu og sykurlausu mataræði	ég stjórnaði þessu með hreinu hollu og sykurlausu mataræði	O C O O O O O O O	ég stjórnaði þessu með hreinu hollu og sykurlausu mataræði	O C O O O O O O O
84	Hann var kominn á flugvöllinn í Ciudad Juarez snemma í morgun .	hann var kominn á flugvöllinn í ciudad juarez snemma í morgun	hann var kominn á flugvöllinn í ciudad juarez snemma í morgun	O F F O O O O O O O O	hann var á flugvöllinn kominn í ciudad juarez snemma í morgun	O C O O F O O O O O O
