idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
71	Opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar er hægt að finna á Facebook síðu félagsins .	opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar er hægt að finna á facebook síðu félagsins	O C O O O O O O O O O O O O O O C O O C O O O O	opið er fyrir rafræna skráningu í sundið til klukkan tíu í kvöld en allar nánari upplýsingar hægt er að finna á facebook síðu félagsins	O F O O O O O O O O O O O O O O O F O C O O O O
72	Í frétt Gildis segir að einnig sé horft til þess að hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett séu í fjárfestingarstefnu sjóðsins .	í frétt gildis segir að einnig sé horft til þess að hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett séu í fjárfestingarstefnu sjóðsins	O O O C O O C C O O O O O O C O O O O C C O O O	í frétt gildis segir sé að horft einnig til þess að hlutfall lána sjóðsfélaga nálgist nú þau viðmið sem sett séu í fjárfestingarstefnu sjóðsins	O O O C F O F O O O O O O O C O O O O C C O O O
73	Í stefnu CNN er því haldið fram að með framferði sínu hafi Trump og embættismenn hans brotið gegn 1. og 5. grein stjórnarskrá landsins .	í stefnu cnn er því haldið fram að með framferði sínu hafi trump og embættismenn hans brotið gegn 1. og 5. grein stjórnarskrá landsins	O O O C O C O O O O O C O O O O C O O O O O O O	í stefnu cnn er því fram haldið brotið að hafi með framferði sínu trump og embættismenn hans gegn 1. og 5. grein stjórnarskrá landsins	O O O C O O F F O F O O O O O O O O O O O O O O
74	Gerðar voru prófanir annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára .	gerðar voru prófanir annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki á aldrinum 65 til 80 ára	C C O O O O O O O O O O O O O O O O O O O O O O	gerðar prófanir annars vegar á fólki á aldrinum 18 til 30 ára og hins vegar á fólki voru á aldrinum 65 til 80 ára	C O O O O O O O O O O O O O O O O F O O O O O O
75	Fólk var aðeins að fara í burtu en þeir sem eru að fara á Bræðsluna eru að fara á tónleika í kvöld .	fólk var aðeins að fara í burtu en þeir sem eru að fara á bræðsluna eru að fara á tónleika í kvöld	O C O O O C O O O C O C O C O O O C O O O O	fólk var aðeins fara að í burtu en eru sem eru fara að á bræðsluna þeir að fara á tónleika í kvöld	O C O F O O O O F O C F O O O O O C O O O O
76	Sökum þessa hefur stjórn Haga nú ákveðið að afturkalla samrunatilkynningu vegna málsins og mun á næstunni senda Samkeppniseftirlitinu nýja samrunatilkynningu , á breyttum grundvelli .	sökum þessa hefur stjórn haga nú ákveðið að afturkalla samrunatilkynningu vegna málsins og mun á næstunni senda samkeppniseftirlitinu nýja samrunatilkynningu á breyttum grundvelli	O O C O O O C O O O O C O C O O C O O O O O O	sökum þessa stjórn haga nú vegna málsins að afturkalla samrunatilkynningu og hefur ákveðið mun á næstunni senda samkeppniseftirlitinu nýja samrunatilkynningu á breyttum grundvelli	O O O O O O O O C O O F F C O O C O O O O O O
77	Til samanburðar greiddi Sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og var Vodafone síðan tilbúið til að teygja sér upp í 1200 milljónir .	til samanburðar greiddi sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og var vodafone síðan tilbúið til að teygja sér upp í 1200 milljónir	O O C O O O O O O O O O C O O C O O C O O O O O	til samanburðar sýn upphaflega um 700 milljónir króna fyrir sýningarréttinn og greiddi var tilbúið vodafone síðan til að teygja sér upp í 1200 milljónir	O O O O O O O O O O O F C F O O O O C O O O O O
78	Sýklalyfjaónæmar bakteríur eru taldar ein helsta ógn við heilbrigði í heiminum og talið er að um 700 þúsund manns deyi árlega af þeirra völdum .	sýklalyfjaónæmar bakteríur eru taldar ein helsta ógn við heilbrigði í heiminum og talið er að um 700 þúsund manns deyi árlega af þeirra völdum	O O C O O O O O O O O C C C O O O O O C O O O O	sýklalyfjaónæmar bakteríur ein taldar helsta ógn við heilbrigði eru í heiminum og talið er að um 700 þúsund manns árlega deyi af þeirra völdum	O O O C O O O O F O O O C C O O O O O O F O O O
79	Við sjáum að fólk jafnvel stekkur út daginn eftir , bókar seint á kvöldi og er farið daginn eftir , segir Þórunn .	við sjáum að fólk jafnvel stekkur út daginn eftir bókar seint á kvöldi og er farið daginn eftir segir þórunn	O C O O O C O O O O C O O O C C O O C O	við sjáum að fólk stekkur jafnvel út daginn eftir bókar seint á kvöldi og farið er daginn eftir segir þórunn	O C O O F O O O O C O O O O F F O O C O
80	Svo fór að Ólafur Ragnar dró framboð sitt til baka .	svo fór að ólafur ragnar dró framboð sitt til baka	O C O O O C O O O O	svo fór að ólafur ragnar framboð sitt til baka dró	O C O O O O O O O F
81	Samtök kvenna af erlendum uppruna hlutu í dag Mannréttindaverðlaun Reykjavíkurborgar .	samtök kvenna af erlendum uppruna hlutu í dag mannréttindaverðlaun reykjavíkurborgar	O O O O O C O O O O	samtök kvenna af erlendum uppruna í dag mannréttindaverðlaun reykjavíkurborgar hlutu	O O O O O O O O O F
82	Ísland í dag — Tjaldaði 9 m 2 gestaherbergi í stofunni	ísland í dag — tjaldaði 9 m 2 gestaherbergi í stofunni	O O O O C O O O O O O	ísland í dag — 9 m 2 gestaherbergi tjaldaði í stofunni	O O O O O O O O F O O
83	Ég stjórnaði þessu með hreinu , hollu og sykurlausu mataræði .	ég stjórnaði þessu með hreinu hollu og sykurlausu mataræði	O C O O O O O O O	ég þessu stjórnaði með hreinu hollu og sykurlausu mataræði	O O F O O O O O O
84	Hann var kominn á flugvöllinn í Ciudad Juarez snemma í morgun .	hann var kominn á flugvöllinn í ciudad juarez snemma í morgun	O C C O O O O O O O O	hann var kominn á flugvöllinn í ciudad juarez snemma í morgun	O C C O O O O O O O O
85	Sigurður Már Jónsson er f jölmiðlafulltrúi ríkisstjórnarinnar og starfar í forsætisráðuneytinu .	sigurður már jónsson er f jölmiðlafulltrúi ríkisstjórnarinnar og starfar í forsætisráðuneytinu	O O O C O O O O C O O	sigurður már jónsson f er jölmiðlafulltrúi ríkisstjórnarinnar og í forsætisráðuneytinu starfar	O O O O F O O O O O F
86	Hver hefði trúað því að knús , og faðmlög væru bólgueyðandi ?	hver hefði trúað því að knús og faðmlög væru bólgueyðandi	O C C O O O O O C O	hver hefði því væru að trúað knús og faðmlög bólgueyðandi	O C O F O F O O O O
87	Við spilum rjómann af því sem Suður-Afríka býður upp á .	við spilum rjómann af því sem suður-afríka býður upp á	O C O O O O O C O O	við spilum rjómann af því sem suður-afríka býður upp á	O C O O O O O C O O
88	Gunnar Þorsteinsson heldur uppá heimkomuna með skallamarki eftir fyrirgjöf Magnúsar Björgvinssonar .	gunnar þorsteinsson heldur uppá heimkomuna með skallamarki eftir fyrirgjöf magnúsar björgvinssonar	O O C O O O O O O O O	gunnar heldur þorsteinsson uppá heimkomuna með skallamarki eftir fyrirgjöf magnúsar björgvinssonar	O F O O O O O O O O O
89	Elstu frásagnirnar eru frá sjöunda áratugnum og sú nýjasta frá því í fyrra .	elstu frásagnirnar eru frá sjöunda áratugnum og sú nýjasta frá því í fyrra	O O C O O O O O O O O O O	elstu frásagnirnar eru frá sjöunda áratugnum og sú nýjasta frá því í fyrra	O O C O O O O O O O O O O
90	Það er ekki verið að bæta kjör öryrkja um eina einustu krónu .	það er ekki verið að bæta kjör öryrkja um eina einustu krónu	O C O C O C O O O O O O	það er ekki verið að kjör öryrkja um eina bæta einustu krónu	O C O C O O O O O F O O
91	Framkvæmdastjórn Samfylkingarinnar lagði fram sömu tillögu síðasta sumar en það náði aldrei lengra .	framkvæmdastjórn samfylkingarinnar lagði fram sömu tillögu síðasta sumar en það náði aldrei lengra	O O C O O O O O O O C O O	framkvæmdastjórn samfylkingarinnar fram sömu tillögu síðasta sumar lagði en það aldrei lengra náði	O O O O O O O F O O O O F
92	Skattrannsóknarstjóri fær ekki upplýsingar um hver eigandi aflandsfélagsins Dekhill Advisors Limited sé frá svissneskum skattyfirvöldum .	skattrannsóknarstjóri fær ekki upplýsingar um hver eigandi aflandsfélagsins dekhill advisors limited sé frá svissneskum skattyfirvöldum	O C O O O O O O O O O C O O O	skattrannsóknarstjóri fær ekki upplýsingar um hver eigandi aflandsfélagsins dekhill advisors limited sé frá svissneskum skattyfirvöldum	O C O O O O O O O O O C O O O
93	Ég bjóst bara við skoti uppi eða niðri og valdi rétt horn .	ég bjóst bara við skoti uppi eða niðri og valdi rétt horn	O C O O O O O O O C O O	ég bara við skoti uppi eða niðri og bjóst valdi rétt horn	O O O O O O O O F C O O
94	Vegakerfið var hannað til þess að vera auðvelt yfirferðar , meira að segja á regntímabilinu .	vegakerfið var hannað til þess að vera auðvelt yfirferðar meira að segja á regntímabilinu	O C C O O O C O O O O O O O	vegakerfið til þess að var auðvelt yfirferðar meira að segja hannað á regntímabilinu vera	O O O O F O O O O O F O O F
95	Ekki einungis fann Ása að hún gæti gert meira heldur kviknaði sterk þörf .	ekki einungis fann ása að hún gæti gert meira heldur kviknaði sterk þörf	O O C O O O O C C O C O O	ekki einungis fann ása að hún gæti gert meira heldur kviknaði sterk þörf	O O C O O O C C O O C O O
96	Hins vegar fækkaði íbúum tveggja sveitarfélaga ; Vesturbyggðar um tíu og Strandabyggðar um tuttugu .	hins vegar fækkaði íbúum tveggja sveitarfélaga vesturbyggðar um tíu og strandabyggðar um tuttugu	O O C O O O O O O O O O O	hins vegar fækkaði íbúum tveggja sveitarfélaga vesturbyggðar um tíu og strandabyggðar um tuttugu	O O C O O O O O O O O O O
97	Hernaðarumsvif á norðurslóðum aukast því miður á næstunni , að sögn Borgars Þórs Einarssonar , aðstoðarmanns utanríkisráðherra .	hernaðarumsvif á norðurslóðum aukast því miður á næstunni að sögn borgars þórs einarssonar aðstoðarmanns utanríkisráðherra	O O O C O O O O O O O O O O O	hernaðarumsvif á norðurslóðum því aukast miður á næstunni að sögn borgars þórs einarssonar aðstoðarmanns utanríkisráðherra	O O O O F O O O O O O O O O O
98	Háhyrningar , stærstir höfrunga og öflugustu rándýr í höfunum , þykja mjög skarpir .	háhyrningar stærstir höfrunga og öflugustu rándýr í höfunum þykja mjög skarpir	O O O O O O O O O O C	háhyrningar stærstir höfrunga og öflugustu rándýr í höfunum þykja mjög skarpir	O O O O O O O O C O O
99	Þannig það er engin leið að rata neitt nema maður sé með manneskju með sér , ef maður er blindur eða sjónskertur .	þannig það er engin leið að rata neitt nema maður sé með manneskju með sér ef maður er blindur eða sjónskertur	O O C O O O O C O O O O C O O O C O O O O	þannig það engin leið ef rata að neitt nema maður með manneskju sé með sér er maður blindur eða sjónskertur er	O O O O O F O O O O O O F O O F O O O O F
100	Hann heldur svo áfram , greinilega áhyggjufullur af seinagangi ríkisstjórnarmyndunarviðræðna ( orð sem hefði verið kjörið að lauma í eina vísuna ) :	hann heldur svo áfram greinilega áhyggjufullur af seinagangi ríkisstjórnarmyndunarviðræðna orð sem hefði verið kjörið að lauma í eina vísuna	O C O O O O O O O O O C C O O C O O O	hann heldur svo áfram greinilega áhyggjufullur af seinagangi ríkisstjórnarmyndunarviðræðna orð sem hefði verið kjörið að í eina vísuna lauma	O C O O O O O O O O O C C O O O O O F
101	Í skýrslunni segir að eins og undanfarin fimm ár sé Ísland áfangastaður og viðkomustaður bæði kvenna í kynlífsþrælkun og fólks í vinnuþrælkun .	í skýrslunni segir að eins og undanfarin fimm ár sé ísland áfangastaður og viðkomustaður bæði kvenna í kynlífsþrælkun og fólks í vinnuþrælkun	O O C O O O O O O C O O O O O O O O O O O O	í skýrslunni að sé eins og undanfarin fimm ár ísland áfangastaður og viðkomustaður segir bæði kvenna í kynlífsþrælkun og fólks í vinnuþrælkun	O O O F O O O O O O O O O F O O O O O O O O
102	Eiður Smári Guðjohnsen kynnir sér andstæðinga Íslands á HM í Rússlandi í nýrri þáttaröð sem hefur göngu sína á RÚV á föstudagskvöld .	eiður smári guðjohnsen kynnir sér andstæðinga íslands á hm í rússlandi í nýrri þáttaröð sem hefur göngu sína á rúv á föstudagskvöld	O O O C O O O O O O O O O O O C O O O O O O	eiður smári guðjohnsen kynnir sér andstæðinga íslands á hm í rússlandi í nýrri þáttaröð sem hefur göngu sína á rúv á föstudagskvöld	O O O C O O O O O O O O O O O C O O O O O O
103	Lögreglu í Mehamn í Noregi barst tilkynning klukkan hálf sex á laugardagsmorgun að skoti hafi verið hleypt af í heimahúsi í bænum .	lögreglu í mehamn í noregi barst tilkynning klukkan hálf sex á laugardagsmorgun að skoti hafi verið hleypt af í heimahúsi í bænum	O O O O O C O O O O O O O O C C C O O O O O	lögreglu í mehamn í noregi tilkynning klukkan barst hálf sex á laugardagsmorgun að hleypt skoti hafi af í heimahúsi verið í bænum	O O O O O O O F O O O O O F O F O O O F O O
104	Verkefnið er sagt verkfæri fyrir þá sem vilja stuðla að vitundarvakningu og móta skýr markmið í jafnréttismálum innan fyrir fyrirtækja og stofnana .	verkefnið er sagt verkfæri fyrir þá sem vilja stuðla að vitundarvakningu og móta skýr markmið í jafnréttismálum innan fyrir fyrirtækja og stofnana	O C O O O C O C C O O O C O O O O O O O O O	verkefnið er sagt verkfæri fyrir þá sem vilja að vitundarvakningu stuðla og móta skýr markmið í jafnréttismálum innan fyrir fyrirtækja og stofnana	O C C O O O O C O O F O C O O O O O O O O O
105	Eftir að hafa verið fullvissað sig um að þetta væri ekki aprílgabb kvaðst Leary hafa glaður orðið við þessari bón þýska stórliðsins .	eftir að hafa verið fullvissað sig um að þetta væri ekki aprílgabb kvaðst leary hafa glaður orðið við þessari bón þýska stórliðsins	O O C O O O O O O C O O C O C O C O O O O O	eftir að verið fullvissað sig kvaðst um væri að hafa þetta ekki aprílgabb leary hafa glaður orðið við þessari bón þýska stórliðsins	O O O O O F O F O F O O O O C O C O O O O O
106	Sadio Mané sækist ekki eftir athygli en frammistaða hans að undanförnu hefur kallað á miklu meiri áhuga fjölmiðla á þessum snjalla Senegala .	sadio mané sækist ekki eftir athygli en frammistaða hans að undanförnu hefur kallað á miklu meiri áhuga fjölmiðla á þessum snjalla senegala	O O C O O O O O O O O C C O O O O O O O O O	sadio mané sækist ekki eftir athygli en frammistaða hans að undanförnu á miklu meiri áhuga fjölmiðla kallað hefur á þessum snjalla senegala	O O C O O O O O O O O O O O O O F F O O O O
107	Sömu sögu er einnig að segja af Hong Kong og Macau en spilavítum á síðarnefnda svæðinu var skipað að skella í lás .	sömu sögu er einnig að segja af hong kong og macau en spilavítum á síðarnefnda svæðinu var skipað að skella í lás	O O C O O O C O O O O O O O O O C C O C O O	sömu sögu er einnig að segja af hong kong og macau en spilavítum á síðarnefnda svæðinu skipað var að skella í lás	O O C O O C O O O O O O O O O O F F O C O O
